Titel_Autor,Autorenvorname,RASignatur,Beginnt mit,Volltext,index,id,file
HAUSBESITZERZEITUNG,,,A,"HausbesitzerzeitungHausbesitzerzeitung,Muncnener. Offizielles Organ des Haus-und Grundbesitzer-Vereins München e.V. und des Landes-Ver-bandes bayerischer Haus- und Grundbesitzer-Vereine.Jg 60,1939 -München 1939 -(M SJ  /O",2734,2734,chunk_0.csv
HAUSER AG,,,A,"Hauser        AGHauser   AG,   Biels. Jahre,75, Henri Hauser AG,Hiél",2739,2739,chunk_0.csv
HAUSER,ALBERT,5458,A,"Häuser,  AlbertHauser,Albert. Schweizerische Wirtschafte- und Sozialgeschichte (von den Anfängen bis zur Gegenwart).Erlenbach-Zurich:Rentsch (196l).         (400 S.)6355",2742,2742,chunk_0.csv
JENNY,FRÉDÉRIC,,A,"Jenny .FrédéricJenny,Frédéric. Die gegenwärtige und die zukünftigeFinanzlage Frankreiohe. (Vortrag, gehalten in der Statisti-sehen und Volkswirtschaftlichen Gesellschaft Basel am5. März 1945).Zürich 1945.	(32 S.)1945.5464                9    (Chefredaktor",2776,2776,chunk_0.csv
JENNY,KLAUS,81852,A,"Jenny     ,     KlausJenny,   Klaus.     Der  schweizerische  Geldmarkt.Ein Handbuchfür Theorie und Präzis.   (2.überarbeitete Auflage.  Bank-wirtschaftliche Forschungen.  Band 15).Bern, Stuttgart, Verlag Paul Haupt, (1976).   -23cm. 300 S19070",2782,2782,chunk_0.csv
JESTER,E.,,A,"Jester   , EJester.E	Grundzahlen der Krankenversicherung.(Mitt.Ver.Schweiz.VersicJierungsmatlieniatiker.  Heft 9)Bern:Stämpfli 1914.	(S.   263-285)A^     (Yere.math.,Bern)",2807,2807,chunk_0.csv
JEUNES,,,A,"JeunesJeunes, les, donnent-ils le ton ou sont-ils des exclus ?s.   Jugendliche - Trendsetter oder Ausge-schlossene ? ... Les jeunes donnent-ilsle ton ou sont-ils des exclus ? ...",2809,2809,chunk_0.csv
JÖHR,ADOLF,7864/B1.2,,"?f(täJöhr,   Adolf	.Jöhr,Adolf. Die schweizerischen Notenbanken 1826-1913. 2 Bde.Mit 10 färb.graph.Tab.Herausg.aus Anlass der Schweizerischen landesauestellimgBern 1914, v.d.Kommission der Abteilung ""Bankwesen"" der38.Gruppe.Zürioh'.Art.Inst.Orell Füseli 1",2819,2819,chunk_0.csv
JÖHR,WALTER ADOLF,5298,A,"Jöhr, Walter Adolf	""     S~%Jöhr,Walter Adolf. Schweizerische Kreditanstalt, 1856-1956.Hundert Jahre im Dienste der schweizerischen Volkswirtschaft,Illustr.Zürich 1956.    .	(XV,564 S.)",2824,2824,chunk_0.csv
HAUSKNECHT DERENDINGER,E.,,A,"Hausknecht- Eerendinger,EHausknecht-Derendinger,E	•          Das Dienstbotenproblem.Zürich:Pro Juventute 1928 ^	(122 S.)",2902,2902,chunk_0.csv
BURLOT,ANDRE,,A,"Burlot   ,   AndréBurlot,Andrés. Depoid,Pierre. Applications de la statistique auxassurances accidents et dommages.",2936,2936,chunk_0.csv
KUTTER,H.,94268/7,A,"Kutter, H.Kutter,H. Die aozialparasitischen Ameisen der Schweiz(Neujahrsblatt, herausgegeben von der NaturforschendenGesellschaft in Zürich auf das Jahr 1969.)Zürich:Leemann,1969. - 8°. 62 S., 19 Abb.",1013,1013,chunk_1.csv
BERESIN,I.S.,3834/1.2,A,"Beresin, I. S.	2 <? 3 (¿/ ^Beresin,I.S.; Shidkow(N„P. Numerische Methoden. 2 Bände.(HochschulbUcher für Mathematik. Band 70 und 71.)BerliniDeutscher Verlag der Wisaenschaf ten,1970-1971.- 24 cm. Bd. 1:384 S. 14 Abb. Bd. 11:284 S. 11 Abb.12413, 12453",1225,1225,chunk_1.csv
BERG,ROLPH R.,,A,"Berg, Holph R.Berg, Holph, Systematische Büro- und Verwaltungsbau-planung.Zürich: Verlag Industrielle Organisation, (1970).22 cm. 157 S. 2 Taf.12691",1233,1233,chunk_1.csv
BERGE,CLAUDE,3392,A,"Berge, Claude	3 .? 9 VBergetClaude. Théorie des graphes et ses applications.Collection universitaire de mathématiques.[Vol,](2).2e édition.Paris:Dunod,1967.	-8°. X.270 p., fig.10660",1234,1234,chunk_1.csv
BERGER,ALFRED,82325,A,"B a r g e r  ,  ¿l f redBerger, Alfred.  Einführung in COBOL. 2. verbesserte Auf-lage. (Fortbildung durch Selbststudium).Wien,MUnehen, E. Oldenbourg Verlag, 1975-	-23cm.VIII,141 S.20110	¿",1235,1235,chunk_1.csv
BERGER,ALFRED,3579,A,"Berger  .Alfred	-lBerger,Alfred. Mathematik der Lebensversicherung.Wien:Springer 1939.	(VII,275 S.)1939,2661.                                  •   W    (Dr.,Prof.Univ.Wien)",1236,1236,chunk_1.csv
BERGER,ALFRED,72154,A,"Berger   ,   AlfredBerger,Alfred.    Ueber einige Ungleichungen der Vereioherungsmatiiematik.(SA.""Skandinavisk Aktuarietidskrift"",1937).Uppsala 1937.	(16 S.)",1238,1238,chunk_1.csv
BERGER,ALFRED,3736/A B,A,"Berger,  Alfred3 *? ^ -Berger, Alfred. Grundbegriffe und Metüode der Vereicherungsmathematik. Vereuch einer Einführung.(Wien:A-B-Z-Druck u.Verlagsanstalt  [193.J	(47 S.)2559                                                 ™",1239,1239,chunk_1.csv
BERGER,ALFRED,72155,A,"Berger,AlfredBerger, Alfred. Ueber den Satz vom arithmetischen Mittel(SA. a. Monatehefte für Mathematik und Physik, 1917. )TeechenrProchaßka 191?.	(7 S.)™   (Dr.)",1241,1241,chunk_1.csv
BERGER,DIETER,,A,"Berger   »Dieters.   Duden.   Komma,   Punkt  und   alle  anderen  Satzzeichen,",1242,1242,chunk_1.csv
BERGER,FRITZ,91445,A,"Berger, FritzBerger,Frit2. Das Wohnungswesen der Schweiz. (Wirtschafts-bulletin [der] Kantonalbank von Bern, Nr.17.)Bern 1975,	- 21 cm. 51 S.",1243,1243,chunk_1.csv
BERGER,GOTTFRIED,91559,A,"Berger  ,  GottfriedBerger,Gottfried; Garbsch,Kurt; Rehr,Rudolf. Sterblich-keitabeobachtung 1948/74 am Bestand erhöhter Risiken derKölner Rück.([Köln] 1977).   -21cm. 48 S.Tab.",1246,1246,chunk_1.csv
BERGER,HANS,1347,A,"Berger. Hans   '	sr 31¿ 1' J r/Berger,Hans. Die Stellung des Versicherten bei privaten Pen-sionskassen.Abhandlungen zum schweizerischen Recht. H.F. Heft 155.Bern:Stämpfli & Cie. 1939.	(VII,102 S.)1940,2741, »7«, *?tf,         ^J      (Hr.,Fürsprecher)  J",1247,1247,chunk_1.csv
BERGER,MORITZ,,A,"Berger,  Moritzs.Johnson,Harold Jossé. Praktisches Handbuch für Unter-suchungsärzte.	1911.",1251,1251,chunk_1.csv
BERGER-KIRCHNER,ETIENNE,91327,A,"Berger-Kirchner,   EtienneBerger-Kirchner, Etienne. Zuerwerbs-, Teilerwerbs- undNebenerwerbsbauern. Begriff und Wesen dea sogenannten""Amphibien-Bauern"" dargestellt an den Verhältnissen desKantons Bern,Bern:   Biichdr,   Fritz Marti,   1964.	(104   S.)¿784",1253,1253,chunk_1.csv
BERGMAIER,HANS,390,A,"Bergmaier , H a n aBergmaier,Hans. Aktuelle Betrachtungen zu Kernenergie undEnergiepolitik in der Schweiz. VflrtschaftspolitischeMitteilungen.. November 1975.ZUrich:Wirtachaftsfbrderuag,1975.   - 30 cm. 11,10 S.",1264,1264,chunk_1.csv
BERGMANN,OTTO,,A,"Bergmann , OttoBergmannfO(tto) und         Bolwin. Auskunftsbnch überdas Versicherungswesen.Berlln-Wilmersdorf:Verl.""Dtsche Versioherungs-Preese"" 1922(255 S.)1059.	S",1265,1265,chunk_1.csv
BERICHT,,2123,A,"BerichtBericht an das CEA über die Vermögensanlagen der europäischen Lebensversicherungsunternehmen.[Wien  1966.]	-4°,131   S.,   vervielf.",1267,1267,chunk_1.csv
BERICHT,,2660/A,,e r i c h tBericht der Eidgenössischen Expertenkommission für die Einführung der Invalidenversicherung vom 30.November 1956.(Bern 1957).	(XV-*292 S.),1269,1269,chunk_1.csv
BERICHT,,2994,A,"Bericht	^^<?£Bericht der Eidgenössischen Expertenkommission für dieFörderung der beruflichen Alters-, Invaliden- und Hinter-lassenenvoraorge (zweite Säule:Pensionsversicheru.ng) vom16.Juli 1970.[Existiert nur in deutscher und französischer Sprache]Bern;Ei",1270,1270,chunk_1.csv
BERICHT,,2667 V,A,"BerichtBericht der Eidgenössischen Expertenkommission für dieNeuordnung der Krankenversicherung vom 11.Februar 1972BerntEidgenössische Drucksachen- und Materialzentrale,1971- 21 cm. X,282 S. 17 Tab. 3 Graph.12419",1271,1271,chunk_1.csv
BERICHT,,93127,A,"BerichtBericht der Eidgenossischen Expertenkommission für diePrüfung der Frage einer bundesrechtlichen Ordnung derFamilienzulagen vom 27.Februar 1959.Bern 1959.	(XI,207 S.}5204",1272,1272,chunk_1.csv
BERICHT,,91128,A,"BerichtBericht der Eidgenössischen Expertenkommission für dieVorbereitung eines Bundesgesetaes über den Ersatz desLohn- und Verdienstausfalles infolge Militärdienstes,vom 15- Januar 1951-Bern 1951.	(76 S.)",1273,1273,chunk_1.csv
BERICHT 1979/1980,,93439,A,"BerichtBericht der Expertengruppe  ""Vfirtschaf tslage"".  Lage undProbleme  der  schweizerischen Wirtaohaftf^il078/79*H ([Hrsg.von]   Gottfried Bombach, vfteaaei—Kìe-taeweiers^ Luc Weber, A[im Auftrag des] Eidgenösaischefn] Volkswirtschaftsdepar-tement[s] ",1274,1274,chunk_1.csv
BERICHT,,97213,A,BerichtBericht der Expertenkommission für die Förderung deeSparens an den Vorsteher dea Eidg.Finanz- und Zolldeparte-mentes [vom] September 1965.(Bern 1965.)	(65 S.),1276,1276,chunk_1.csv
BERICHT,,70723,A,B e r i û ü tBericht der in der General-Versammlung vom 30. September1929 gewählten Revisions-Kommission der Frankfurter Allgemeinen Versicherunge-Aktien-GeselleCüaft zu Prankfurt amMain.(Frankfurt a/M. 1930)	(192 S.),1278,1278,chunk_1.csv
BERICHT,,72016/A,A,"BerichtBericht der Konferenz über deutsche AuslandschuldenLondon, Februar-August 1952.London 1952.	34x21.   6l  S.",1280,1280,chunk_1.csv
BERICHT,,86435,A,BerichtBericht der Studienkommission für die Gesamtrevision desHaftpflichtrechts an den Vorsteher des Eidg. Justiz- undPolizeidepartements = Rapport de la Commission d'étudepour la révision totale du droit de la responsabilitécivile au Chef du Département,1281,1281,chunk_1.csv
BERICHT AB 1969,,F 103A,,IQGO ** 1¿BB e r L c h t	ab 1969 = F 103aBericht des Bundesrates an die Bundesversammlung über seineGeschäftsführung im Jahre 1966Beilagen: Bericht des Schweizerischen Bundesgerichts an dieBundesversammlung uberr seine Geschäftsführung = Bericht desEidgen,1287,1287,chunk_1.csv
BERICHT,,97650,A,"BerichtBericht des Eidgenössischen Departements des Innern zurheutigen Ausgestaltung und Weiterentwicklung der schwei-zerischen 3-Säulen-Konzeption der Alters-, Hinterlasse-nen und Invalidenvorsorge, Oktober 1995, Hrsg. vom Bundes-amt für Sozialversicheru",1289,1289,chunk_1.csv
BERICHT,,7894,A,BerichtBericht des Eidgnössischen Volkswirtachaftsdeparteinents zumEntwurf zu einem Bundesgesetz über rechtliche und finanzielleMassnahmen für die Hotelindustrie.(Bern 1954).	(III+69 S.)K 453	™,1292,1292,chunk_1.csv
BERICHT,,97056,A,Bericht	97'o56Bericht des Regierungsratea an den Grossen Rat über dieBeziehungen des Staates Bern zu seinem jurassischen Landes-teil.(Bern 1949).	(100 S.)G 206,1293,1293,chunk_1.csv
BERICHT,,1223,A,"BerichtBericht des Regierungsrates an den Kantonarat zur Frage desAusbaues der Altershilfe im Kanton Zürich (vom 17 • November1943).Zürich 1943.	t126 s->1944,4746",1294,1294,chunk_1.csv
BERICHT,,97695,A,"BerichtBericht, erläuternder, zur Vernehmlassungsvorläge überdie erste Revision des Bundesgesetzes über die berufli-che Alters-, Hinterlassenen- uncí Invalidenvorsorge,August 1998.Bern: Bundesamt für Sozialversicherung, 1998.     -30cm.100+21+12 S.G Hrsge",1296,1296,chunk_1.csv
BERICHT,,ORD.273,A,"BerichtBericht, interner, der Arbeitsgruppe ""EidgenössischeVersicherungskaBse"" \AG-r SVK/ über die Ergebnisse dervertieften Inspektion 1993 an die Finanzkommissionendes Kationalrates und des Standerates vom 24. November1993.Bern 1993.	-30cm.24 S.,Anhang,3",1297,1297,chunk_1.csv
BERICHT,,5135/26,A,"BerichtBericht Uter die Schattenwirtechaft (Postulat Schmid 83.395 vom 16. März 1983). Ins BEI. 1987, Nr.29, S.121? -1261.Bern, Verlag Stämpfli a Cie AG, Dr., 1987.  ~21om.[45 S.],",1303,1303,chunk_1.csv
BERICHT,,81242,A,"Bericht	8l'242Bericht über die vom Bunde anerkannten Krankenkassen undTuberkuloseversicnerungsträger 1948,[Herausg.v.] Bundesamt für Sozialversicherung.[Bern 1950]K 1778",1306,1306,chunk_1.csv
BERICHT 1878/79-1884,,F138,A,Bericht	4?l*ff- 'S***                   f 43$Bericht Über Handel und Industrie der Schweiz im Jahr1907-1937 —— »6*.Erstattet vom Vorort des Schweizerischen Handels- und  In-dustrie-Vereine.         [Ab  1965  s.:  Handels- und   Industrie-is. a    rote Ka,1307,1307,chunk_1.csv
BERICHT,,2780,A,"BerichtBericht üter versicherungstechnische, finanzielle undvolkswirtschaftliche Aspekte der Sozialen Sicherheit inder Schweiz.[Ersg.vom] Bundesamt für Sozialversicherung.Bern,   (Eidgenössische Drucksachen- und iiaterialzentrale)1982.	-21cm.199 S.Graph,T",1308,1308,chunk_1.csv
BERICHT,,97117,A,BerichtBericht zum Vorentwurf einer Revision der Bestimmungendes ZGB über das Miteigentum und deren Ergänzung mitVorschriften über das Stockwerkeigentum.Eidg. Justizabteilung. Entwurf: Januar 1959-Bern 1959-	Í97  S.)S,1312,1312,chunk_1.csv
BERLAGE,THOMAS,86275,A,"B  e r 1 a g e     ,     ThomasBerlage, Thomas.  OSF/Motif und das X-Window System.Bonn; Addison-Weeley Publishing	Company, (1991).  -25cm,A	XI,491 S,2926?	^",1317,1317,chunk_1.csv
BERLINER,BARUCH,31108,A,"Berliner  ,  BaruchBerliner, Baruch.   Die Grenzen der Yeraicherbarkeit vonRisiken.Zürich, Schweizerische Rückversicherungsgesellechaft;(Englewood-Cliffs, Prentice Hall,Inc., 1982).     -24cm,A	151 S,G SS",1321,1321,chunk_1.csv
BERLINER,LUDWIG,6183,A,"Berliner, LudwigBerliner, Ludwig [und] Ernst Pfaffenberger. Die VorschriftenÜber Aufwertung von Vereicherunesaneprüchen. Teil I u. II.Guttentagscbe Sammlung deutscher Reichsgesetze. Nr.164. u.I64a.Berlin:W.de Gruyter 1926.	(235 S.)•	A. .                  ",1322,1322,chunk_1.csv
BERN,,1649/BE-3,A,BernBern (Kanton): Gesetz über die Organisation der Gerichtsbe-hörden [vom] 31.Januar 1909-/Af*~*Ausgabe |Í95^Í  //W         >*»//BernK 4048,1327,1327,chunk_1.csv
BUCHER (IN),,86591,S,"86*591	Bücher (IN)Rigg, William; Bürrows, Clive; Ingram, Pat.   Configura-tion management tools. (OVUU evaliiates) .London: Ovum Limited, 1995-	-30cm.364 p.",1331,1331,chunk_1.csv
DEL GRANDE (L),,86592,S,"86'592	Del Grande (L)Wohnungsbau, preisgünstiger: Messen wir uns an denBesten l Workshop der Arbeitsgruppe ""Bauen und Wohnenin der Schweiz"" von agir pour demain, Zürich, 22. Fe-bruar 1995.(Zürich: Agir pour demain), 1995-       -30cm.[47] Bl.,Pl.",1332,1332,chunk_1.csv
FRAU HOFFMANN (L),,86595,S,"86'595	Frau Hoffmann (L)Duden.   Rechtschreibung der deutschen Sprache. 20.,völlig neu bearbeitete und erweiterte Auflage ...Anhang.Mannheim: Dudenverlag, (1991-1994).     -20cm.832+55 S.",1335,1335,chunk_1.csv
OHL (MD),F,86596,S,"86'596	Ohl, F. (MD)Haensch, Günther; Dominguez, Jose"" Maria,   Pons Kompakt-wörter ""buch Deutsch Spanisch / Spanisch-Deutsch von G1 H1,J'M'D1, unter Mitwirkung von Marina Duenas de Haeusch,Maria Teresa Fuentes Moran und Bernhard Lechner.Stuttgart: Ernst K",1336,1336,chunk_1.csv
TAMAGNI (IE),,86599,S,"86'599	Tamagni (IE)Stürner, Günther.   ORACLE 7. Die verteilte semantischeDatenbank. (3., erweiterte Auflage).(Weiasach/Württ.): dbma Publishing, (1993).      -24cm.111,426 S",1339,1339,chunk_1.csv
HANDSCHIN (PL),R.,86609,S,"86'609	Handschin, R. (PL)Praxishandbuch, aktuelles, ABC der Personalarbeit. DerPraxisratgeber mit Musterbeispielen, Checklisten, Ar-beits- und Rechtshilfen. Verantwortlicher Hrsger: PeterGraf. Grundwerk Juni 1995. [Mit Nachträgen].Zürich: \VEKA Verlag AG,",1349,1349,chunk_1.csv
BIBLIOTHEK,,86616,S,"86*616	Dr. Monolo (PL)Fiedler-Winter, Rosemarie.   Flexible Arbeitszeiten.Beispiele aus der Präzis.(Landsberg/Lech): Verlag moderne Industrie, (1995).-22cm.257 S.",1356,1356,chunk_1.csv
GD SCHNEEBELI (ED),,86618,S,"86'618    '	GD Schneebell (ED)Besteuerung, die indirekte, der Versicherungsverträgein Europa. (Stand: 1. Oktober) 1994-(Paris): CSA (Comite"" Europeen des Assurances), 1994.-30cm.125 S.",1358,1358,chunk_1.csv
BEIT (SD),,86622,S,"86'622	Seit (SD)Marketing. Harvard business manager. 5-{Hamburg: Manager Magazin Verlagsgesellschaft mbH,[l99?])-	-28cm.137 S",1362,1362,chunk_1.csv
DR. KUHN (GS),,86625,S,"86»625	Dr.Kühn (GS)—iMitglledorverzeichnis des Vereins ZÜrcherischer Rechts-anwälte, 1991/92 ff.Zürich: Talstrasse 20, 1991 -    .	-21cm.",1365,1365,chunk_1.csv
DR. MENTELE (PL),,86630,S,"86'630	Dr. Mentale (PL)Graig, Rotiert L.   Training and developtnent hand'book.A guide to human resource development. 3rd edition.New Yor'K: McGraw-Hill Book Company, (1987).     -24-craZIVfS?8 p",1370,1370,chunk_1.csv
VD DR. FEHR (GS),,86636,S,"86'636	VD Dr. Fehr (GS)Horber, Felix.   Die Sonderversammlung im Aktienrecht.Schriften zum neuen Aktienrecht. 9.Zürich: Schulthess Polygraphischer Verlag (AG, 1995).-23cm.59 S.",1376,1376,chunk_1.csv
BIBLIOTHEK,,86643,S,"86'643	'                VD Forror (VAD)Hodel, Markus,   Qrganisätionales Lernen - dargestelltan der Erarbeitung und Implementation eines durch MindMapping visualisierten Qualität sie i tMldes. TheoretischeUeberlegungen und praktische Erfahrungen aus einer",1383,1383,chunk_1.csv
LEEGER (L),,86646,S,"86'646	Leeger   (L)Gratz,  Elmar.       Mietzinsgestaltung.(Zürich):   Schweizerischer Hauseigentilmerverband,   (1995)-23cm.l98 S",1386,1386,chunk_1.csv
CATELLANI (STIZ),,86649,S,"86'649	Catellani (STIZ)Schlerl, Thomas.   Print oder TV ? Eine falsch gestelltePräge. Synergie-Effekte durch gezielte Mix-Kontakte.Hamburg: Marketing Journal, (1995).         -21cm.77 S.",1389,1389,chunk_1.csv
VD DR. FEHR (GS),,"86651/1,2",S,"86*65l/ 1,2	VD Dr.Fehr (GS)Handtuch für das Handelsregister. Hrsg.von Manfred KUng.Bd. I ff.(Kriegstetten) : Q. Verlag, 1993-     .	-21cm.",1391,1391,chunk_1.csv
VD DR. FEHR (GS),,86652,S,"86*652	VD Dr. Fehr (GS)Jahrbuch des Handelsregisters = Annuaire du registre ducommerce - Annuario del registro di commercio. 1992 ff.Hrsg.von der Registergilde Zürich.(Zürich):. SchultheBs Polygraphischer Verlag (AG),1992 -     .	-23cm.",1393,1393,chunk_1.csv
HR. SCHMITTER (CH/I),A.,86653,S,86*653LexiEOH Version 1.0. Enthält folgende Nachschlagewerke:Meyers Lexikon in drei Bänden; Duden: Die deutsche Recht-schreibung; Duden-Das Fremdwörterbuch; Duden: Die ainn-und sachverwandten Wörter; langenscheidts Taschenwörter-buch Englisch. (MicroBoft ,1394,1394,chunk_1.csv
CATELLANI,,86655,S,"86'655	Catellani   (STIZ)Denz,   Wolfgang.       Analyse-Fragebogen für Unternehmen.Ragen/Westfalen:  VJolfgang Denz Training,   [l994J.-50cm.44  S.",1396,1396,chunk_1.csv
SD CONRAD (GS),,86657,S,"86'657	SD Conrad (GS)Horlemann, Heinz-Gerd.   Die Kapitallebensversicherungund ihre Erträge im deutschen Einkommensteuersystem.Verwendung von Lebensversicherungen zur Darlehenssiche-rung. Die aktuelle Rechtslage seit dem Steueränderungs-gesetz 1992, dem U",1398,1398,chunk_1.csv
LEISER (L),A.,86661,S,"86'66l	leiser, A. (l)Gratz, Elmar.   Mietzinsgestaltung.(Zürich): Schweizerischer Hauseigentümerverband, (1995).-23cm.198 S.",1402,1402,chunk_1.csv
FRAU HESS (PL),URSULA,"86662/1,2",S,"861662/1,2	Frau Hess,Ursula  (PL)Hentze,   Joachira.       Personalwirtschaftslelire,   unter Mit-arbeit   von   Joachim Metzner.   6.,   überarbeitete  Auflage.?  Bände.   (UTB für Wissenschaft;   Uni-Taschentüclier.   649,650),Bern;   Verlag Paul Haupt,",1403,1403,chunk_1.csv
DR. WEYDERT (IA),,86663,S,"86'663	Dr. Weydert (IA)Scheer, August-Wilhelm.   Wirtschaftsinformatik. Refe-renzpiodelle für industrielle GeschaftaprosesGe. 6.,durchgesehene Auflage.Berlin: Springer-Verlag, (1995).      -25cm.XXIV,786 S.",1404,1404,chunk_1.csv
DR. MUEHLEBACH (ID),,86665,S,"86'665	Dr.   Mühlebach.   (ID)China personeEel  practices,   1995:   Asian & Western espa-triates1   remuneration.  Prepared ""by VJatson VJyatt \Vorld-vJide   (Hörig Kong Office) .(Hong Kong):   Watson Wyatt Worldv;ide,   1995.	-29cm.IV,116  p.",1406,1406,chunk_1.csv
CATELLANI (STIZ),,86667,,"36'667	Catellani   (STIZ)Brockee,   Richard.       Custoraer   satisfaction research..Ed.:  R'31 .   New moriograpli series* Vol.   2,(Amsterdam);   ESOMAR   (European  Society  for Opinion  andMarketing Research,   1995).	-24cia.208  p",1408,1408,chunk_1.csv
FRAU SAAVEDRA (ID),,86668,S,"86'668	Frau Saaveclra (ID)Beschaffungswesen, Öffentliches, in ausgewählten LändernSüdamerikas. Ein allgein[er] Leitfaden. [Hrsg.von der]Lateinamerikanische[nJ Handelskammer in der Schweiz.lofingen: Geschäftsstelle: Sxim-Indez AG, [l995].-30cra.77 Bl.",1409,1409,chunk_1.csv
FRAU LATTNER (PF),,86672,,"©£'672	.   Frau Lattner (PF)Duden.   Sinn- und sachverwandte Wörter. WÖrterbiich dertreffenden Ausdrücke ... 2,*Auflage.Mannheim: Bibliographisches Instititut, (1986).-20cm.801 S.",1413,1413,chunk_1.csv
FRAU LATTNER (PF),,86673,S,"86'673	Frau Lattner (PF)Duden.   Rechtschreibung der deutschen Sprache. 20.*A.Mannheim: Dudenverlag, (1991-1994).    -20cm.832+55 S.",1414,1414,chunk_1.csv
FRAU LATTNER (PF),,86674,S,"86'674	Frau Lattner   (PF)Langenscheidt.       L1 s  Taschenv/Örterbuch Spanisch.   (19.A.),Berlin:   Langenscheidt   (KG,   [l9]95).	-I6cm.i053  3,",1415,1415,chunk_1.csv
FRAU SCHMID (ED),,86700,S,"86'700	Frau Schmid  (ED)Code  des  assurancea.   lle   Edition,   comment/e  par JeanBigot,   Andre"" Pointeau  [e.a.].  A   jour  au  ler mars  1995-Paris:   I'Argus,   1995-	-24cm.988 p",1441,1441,chunk_1.csv
FURRER (VTMS),,86706,S,"86*706_____________________________W.Furrer (YTMS)Langenscheidt.  L1s Handwörterbuch Englisch ...Berlin: tangensckeidt (KG, 1994).	-25cm.1493 S.",1447,1447,chunk_1.csv
